student_id,minutes_watched,paid_in_q2
258913,480.28,0
259011,621.98,0
165014,27.83,0
259258,88.72,0
181404,24.40,0
259026,292.14,0
259408,1.88,0
163473,348.31,0
259702,33.43,0
259504,2051.81,0
259777,48.59,0
258971,0.30,0
259283,564.69,0
259860,1595.09,0
247723,7.98,0
196656,4.05,0
259996,516.24,0
150745,440.15,0
213109,281.95,0
260465,1228.21,0
260356,120.95,0
173939,28.20,0
260646,29.15,0
238800,366.66,0
173060,10.58,0
261073,425.75,0
261200,9.75,0
261212,1409.42,0
251293,337.30,0
240216,2.38,0
261393,412.80,0
261515,7.13,0
177810,25.93,0
261491,40.85,0
261724,135.65,0
258782,387.39,0
261788,0.57,0
258373,1066.21,0
261805,37.77,0
29758,692.82,0
261466,1621.35,0
236583,50.35,0
262792,132.36,0
262596,11.27,0
262821,451.81,0
262908,0.43,0
262992,595.28,0
263065,30.40,0
263104,1.43,0
263076,1315.40,0
261668,178.70,0
262580,32.32,0
261883,426.71,0
261828,59.22,0
263480,228.20,0
161693,358.43,0
263672,16.70,0
263690,1030.07,0
185009,3.07,0
263791,40.18,0
243827,14.02,0
263913,88.56,0
255912,42.88,0
236797,628.10,0
264254,76.93,0
262270,240.51,0
264253,337.06,0
264259,50.08,0
216694,60.62,0
30872,1001.99,0
183925,80.93,0
264081,574.31,0
264514,763.43,0
264761,127.96,0
264472,195.54,0
195307,324.28,0
144397,1205.15,0
182962,505.81,0
255827,1054.34,0
264291,7.49,0
21229,138.11,0
265130,118.85,0
249481,10.45,0
248700,53.65,0
264699,79.12,0
265250,1213.63,0
265110,584.05,0
264361,2.09,0
268701,2.88,0
268985,1491.06,0
