student_id,minutes_watched,paid_in_q2
18319,309.35,1
9409,961.54,1
6814,27.43,1
2256,41.97,1
9793,1071.80,1
2335,36.38,1
8798,10.07,1
19562,925.36,1
2797,39.58,1
7217,2.59,1
5739,150.17,1
7962,32.77,1
8773,22.30,1
5153,59.78,1
4435,806.31,1
4402,324.81,1
1615,3.43,1
8095,697.80,1
3875,517.64,1
9478,42.53,1
3112,22.42,1
1801,3.00,1
4898,153.44,1
8068,111.56,1
1531,2.71,1
3074,25.30,1
4413,833.63,1
1244,26.03,1
1693,149.94,1
18954,686.16,1
3647,603.68,1
7021,31.60,1
8057,55.59,1
4640,293.82,1
18865,0.18,1
16118,1387.81,1
7620,118.36,1
4927,39.96,1
5671,29.20,1
16473,0.73,1
4706,304.39,1
5644,0.07,1
2821,351.24,1
18678,174.03,1
6659,189.13,1
6253,283.93,1
15472,152.05,1
5601,245.79,1
1214,36.09,1
3698,1650.93,1
4723,103.81,1
13620,1118.30,1
4266,165.29,1
10748,1591.37,1
18510,4.74,1
13079,1392.69,1
7128,592.88,1
9560,103.72,1
7583,712.55,1
16825,0.27,1
11808,70.30,1
2928,2.03,1
16728,201.93,1
6367,157.07,1
3809,7.32,1
12802,111.34,1
9736,675.76,1
805,48.47,1
2577,3.45,1
4158,19.97,1
9372,14.78,1
3787,216.33,1
3984,697.14,1
14700,331.62,1
14765,1031.18,1
1102,983.82,1
3550,167.30,1
10029,7.05,1
1327,160.47,1
12551,272.81,1
3291,1379.46,1
987,149.60,1
7889,1.15,1
4872,360.72,1
12234,11.36,1
4884,0.10,1
982,38.85,1
6757,71.00,1
3524,174.63,1
10365,126.75,1
1686,0.13,1
3575,253.78,1
1375,28.78,1
12816,50.62,1
1188,35.40,1
12751,65.12,1
2064,231.99,1
11311,566.56,1
7127,231.31,1
1683,1078.19,1
3704,21.83,1
5716,4.53,1
5633,2118.74,1
5720,2622.93,1
7726,73.70,1
13180,248.02,1
13134,15.21,1
7987,3.35,1
6569,4.35,1
5221,0.07,1
3146,0.18,1
13388,6389.26,1
12797,5.01,1
1066,375.32,1
1393,0.05,1
1561,550.45,1
4585,635.96,1
13076,259.95,1
698,35.97,1
7349,1270.93,1
13043,110.05,1
3938,50.38,1
5136,13.90,1
1173,487.40,1
6464,203.89,1
2106,1.98,1
6418,42.44,1
11489,68.90,1
7155,147.49,1
4615,0.37,1
5063,0.10,1
7752,70.65,1
5323,96.40,1
1143,21.02,1
4969,5.19,1
12808,3.08,1
12811,0.38,1
12771,88.27,1
12761,309.87,1
4062,89.43,1
8555,94.05,1
12534,58.78,1
1165,40.68,1
3467,17.23,1
2750,14.98,1
13179,143.46,1
8495,252.84,1
8010,481.08,1
1863,118.35,1
5589,146.52,1
1468,10.94,1
8758,454.71,1
7606,14.69,1
1688,1802.95,1
9989,15.47,1
12644,0.95,1
1040,0.08,1
2655,162.00,1
7561,890.03,1
5286,226.60,1
7231,570.32,1
5389,0.33,1
1702,1.10,1
1374,219.41,1
9856,493.83,1
8539,199.15,1
9882,112.44,1
7735,0.10,1
12610,256.94,1
5939,17.73,1
893,370.11,1
2188,856.52,1
3466,251.71,1
4381,15.08,1
4621,1119.22,1
2803,182.39,1
4231,669.92,1
8425,16.08,1
5336,589.03,1
8519,27.17,1
5070,181.57,1
1669,259.42,1
6096,388.93,1
1010,4.93,1
12222,625.15,1
2266,81.12,1
7873,9.81,1
10057,13.35,1
5274,22.08,1
523,1322.25,1
11735,431.28,1
5782,297.85,1
4054,99.58,1
12127,12.98,1
10276,114.22,1
12146,6.62,1
2290,220.46,1
1155,9.13,1
4322,51.79,1
7250,90.32,1
12073,36.53,1
11937,5.38,1
3857,2.50,1
2824,21.97,1
2108,304.30,1
8716,5.08,1
11604,1117.06,1
11812,0.25,1
8223,377.69,1
2793,79.29,1
4790,411.30,1
870,510.93,1
9571,325.10,1
9708,98.58,1
1140,137.59,1
8567,3.73,1
1064,27.09,1
8873,11.37,1
3050,27.88,1
936,379.87,1
854,6.85,1
7975,94.16,1
2218,1005.18,1
4311,4.58,1
6667,11.44,1
6824,307.50,1
10158,347.70,1
2772,1272.77,1
2708,0.17,1
2385,367.61,1
9985,50.92,1
3498,1724.85,1
9544,0.40,1
1428,339.83,1
1914,305.90,1
1169,49.65,1
1827,1.60,1
4721,2416.62,1
5080,1340.83,1
9027,187.10,1
7122,126.50,1
6110,559.12,1
8952,26.34,1
1006,16.34,1
2308,1.70,1
4013,1200.64,1
2661,5.18,1
614,674.39,1
4797,5.27,1
2642,148.72,1
8260,7.03,1
1242,53.38,1
8412,548.29,1
2431,12.58,1
3688,170.40,1
1678,470.62,1
2406,36.00,1
7081,30.44,1
8107,0.95,1
4795,255.03,1
8053,34.40,1
5262,426.54,1
8030,182.48,1
6542,128.68,1
2274,368.79,1
2112,2237.71,1
3987,103.37,1
5453,1559.01,1
7898,65.87,1
3931,1.99,1
1652,322.46,1
6890,290.82,1
2354,1848.69,1
7245,231.60,1
1046,899.59,1
1651,71.74,1
7742,213.23,1
1056,25.34,1
6921,2346.43,1
2403,2.37,1
4376,214.67,1
3927,1393.09,1
9612,46.49,1
7645,288.74,1
1272,234.00,1
3338,795.32,1
872,6.72,1
7443,14.83,1
1695,385.37,1
3661,31.26,1
4921,275.78,1
3709,1440.36,1
3785,362.22,1
4707,1308.07,1
1323,60.51,1
3824,8.67,1
3685,4.75,1
6888,58.64,1
1196,119.24,1
7406,7.55,1
3419,1.27,1
7524,0.12,1
3239,378.39,1
3022,507.85,1
520,91.19,1
3316,0.10,1
7487,681.26,1
2398,0.42,1
2162,114.65,1
1849,81.86,1
143012,90.20,1
851,375.38,1
5511,0.07,1
1008,472.98,1
5088,0.78,1
3675,3.89,1
4053,49.53,1
1911,109.74,1
2213,38.28,1
3920,0.07,1
2877,518.50,1
7086,1149.13,1
6505,80.83,1
2359,26.08,1
2120,581.67,1
7386,70.04,1
7412,1931.29,1
4377,42.03,1
1522,196.95,1
2805,248.62,1
1504,1072.96,1
2929,639.05,1
1257,2.06,1
7365,648.80,1
7355,0.37,1
2233,330.63,1
7908,701.18,1
7343,985.03,1
3430,1346.00,1
5064,252.17,1
3478,824.17,1
5309,710.51,1
2830,1254.03,1
7307,231.68,1
7310,32.14,1
1397,2978.99,1
6681,8.45,1
7076,3.00,1
1658,159.55,1
3471,234.40,1
7483,1.85,1
875,355.18,1
6503,8.24,1
6885,977.13,1
6027,24.15,1
3687,779.40,1
7475,556.23,1
4828,0.48,1
7071,1382.31,1
4686,4.68,1
1792,89.05,1
7246,379.26,1
2099,250.56,1
7244,669.82,1
2397,712.64,1
7242,106.23,1
1042,403.87,1
1473,48.88,1
6924,268.05,1
5434,461.15,1
1653,247.07,1
6939,0.43,1
1513,272.30,1
7008,0.22,1
6836,33.54,1
3470,20.23,1
5098,281.54,1
6940,35.90,1
6869,39.76,1
4450,0.35,1
3393,10.17,1
2899,2030.09,1
7212,25.83,1
6129,194.10,1
2774,557.97,1
5686,136.96,1
1881,130.05,1
5036,964.15,1
4055,8.83,1
4593,2.80,1
6791,261.14,1
1073,5.03,1
3913,0.20,1
4040,740.58,1
7169,32.10,1
7163,252.62,1
7115,17.33,1
6950,102.88,1
2710,17.15,1
3481,2.95,1
1187,63.40,1
7096,133.16,1
6685,523.63,1
4241,29.05,1
6976,2811.32,1
1201,200.12,1
608,387.68,1
2671,10.38,1
3423,454.35,1
6616,1512.78,1
7013,115.76,1
1633,13.15,1
5632,112.46,1
6932,205.20,1
6819,603.79,1
4160,120.48,1
1932,51.78,1
6867,9.08,1
3852,1007.12,1
1128,1002.51,1
7129,8.62,1
5707,117.46,1
2217,64.05,1
1426,165.57,1
2195,403.49,1
6043,163.54,1
1331,101.38,1
6627,24.85,1
2698,42.17,1
6773,18.03,1
2918,601.20,1
143038,753.00,1
6559,160.42,1
1977,994.55,1
903,141.34,1
2843,19.64,1
6409,169.74,1
6070,157.68,1
2207,332.40,1
6034,0.08,1
7133,483.70,1
3934,98.71,1
5578,16.02,1
5598,28.14,1
5567,761.91,1
3750,51.82,1
5391,357.55,1
3832,258.29,1
5279,139.42,1
4756,96.74,1
3774,1069.77,1
5130,875.12,1
1259,759.90,1
5028,819.20,1
1434,1690.58,1
1542,2007.99,1
4793,5.13,1
4743,18.35,1
2222,10.15,1
4617,1127.92,1
2267,92.40,1
4553,0.12,1
4294,51.43,1
4568,20.72,1
4522,0.67,1
4393,117.22,1
1759,133.37,1
3814,164.12,1
4384,398.33,1
4360,410.67,1
4337,1018.61,1
3949,214.08,1
3663,903.45,1
3162,403.96,1
1588,5.68,1
4135,0.08,1
2920,11.40,1
933,717.52,1
4043,548.02,1
4050,2023.57,1
1909,6.38,1
882,1080.69,1
3943,83.56,1
3856,963.37,1
2292,8.51,1
3799,115.12,1
3758,153.95,1
5155,54.60,1
1471,0.05,1
3681,136.90,1
3865,227.71,1
3453,295.81,1
3381,54.94,1
3288,186.99,1
3219,150.39,1
3130,0.23,1
1045,82.25,1
772,4160.59,1
2826,12.21,1
2136,1209.86,1
840,1122.12,1
3092,609.09,1
3011,586.37,1
3062,37.86,1
3031,136.78,1
3016,24.17,1
3002,1377.86,1
2154,223.71,1
965,1125.80,1
2950,0.13,1
618,546.35,1
516,46.27,1
2938,1331.21,1
2827,1653.57,1
4551,0.14,1
2813,17.35,1
2019,39.82,1
1532,2.22,1
1145,657.35,1
2887,566.51,1
143216,872.45,1
5591,6.35,1
2550,9.61,1
2056,55.85,1
2840,1.12,1
2833,2.63,1
2536,905.37,1
2066,1085.99,1
1701,678.76,1
2815,310.56,1
3626,824.04,1
2761,0.30,1
1502,0.63,1
3115,51.72,1
2754,901.29,1
2731,39.83,1
2741,2.25,1
2859,798.51,1
2725,26.90,1
2248,1398.25,1
4595,59.70,1
27576,392.04,1
832,358.20,1
2620,73.54,1
4186,226.75,1
3538,1083.86,1
2651,57.91,1
2054,1562.08,1
2022,21.32,1
2575,77.84,1
1357,142.72,1
994,280.97,1
691,499.51,1
1116,0.12,1
2447,574.29,1
2010,85.78,1
2258,1077.96,1
3468,672.31,1
2332,34.13,1
2255,17.91,1
2978,35.23,1
842,289.61,1
1553,83.14,1
1908,47.42,1
1644,135.06,1
1373,6429.41,1
2135,16.84,1
2003,93.11,1
2113,43.51,1
801,333.40,1
2104,44.12,1
1993,144.38,1
1246,1475.22,1
2026,65.10,1
1880,94.98,1
1950,214.77,1
1945,23.16,1
1938,326.14,1
1918,395.66,1
1898,308.86,1
1896,1058.62,1
1535,831.18,1
1802,0.45,1
1207,184.11,1
1538,191.58,1
1737,168.85,1
1835,1386.56,1
1823,1499.20,1
865,1038.44,1
1765,432.43,1
1795,139.98,1
1711,138.65,1
1794,188.13,1
2933,45.95,1
1299,55.56,1
1778,887.56,1
1014,191.84,1
143289,32.33,1
1739,109.30,1
1733,230.23,1
1537,0.14,1
1491,2594.36,1
1957,304.39,1
1324,90.70,1
3187,76.86,1
1209,6.47,1
1105,2.90,1
991,1640.48,1
143327,37.22,1
3161,114.79,1
8679,1.03,1
22351,0.23,1
1649,3.95,1
1035,1449.76,1
1197,1758.29,1
8538,31.80,1
3082,26.25,1
11879,2540.89,1
2825,1.17,1
908,2278.00,1
3977,109.32,1
13960,19.54,1
6125,1164.39,1
2340,150.01,1
2231,131.40,1
1224,19.89,1
4404,615.35,1
9100,211.07,1
12508,718.96,1
4874,391.61,1
13807,30.33,1
4803,109.15,1
4877,12.60,1
16052,576.18,1
2831,40.19,1
3188,609.04,1
3589,0.28,1
2187,643.39,1
1463,7.25,1
1158,4.58,1
7439,14334.30,1
1127,433.43,1
1308,388.75,1
4400,1037.78,1
12279,0.07,1
5638,19.27,1
2118,554.61,1
23526,1.02,1
4320,5.14,1
19969,3.39,1
10595,19.17,1
4544,49.56,1
1190,124.14,1
2190,419.65,1
3659,5.37,1
5884,65.04,1
8452,102.63,1
1498,32.62,1
4917,1.90,1
6739,2509.41,1
666,332.91,1
659,1337.63,1
143527,1147.54,1
1313,0.55,1
143536,7.28,1
143561,541.97,1
1330,108.11,1
143519,9.47,1
143597,6.05,1
143599,55.58,1
6982,55.45,1
6011,164.36,1
143693,48.10,1
1292,33.94,1
1226,12.83,1
9336,5.47,1
1249,12.23,1
143746,325.01,1
143777,64.71,1
143781,1128.46,1
2051,161.56,1
1456,3460.35,1
143643,524.77,1
9429,1638.51,1
911,878.07,1
7404,14.57,1
143853,636.73,1
6530,604.66,1
144090,1.95,1
830,0.36,1
143770,167.87,1
144119,2.25,1
1183,1333.03,1
2092,848.06,1
5734,315.63,1
144220,39.84,1
143489,0.76,1
3303,443.20,1
1388,87.18,1
144343,242.28,1
9107,309.70,1
144348,390.38,1
1638,706.91,1
144387,71.89,1
144395,533.02,1
3985,0.37,1
144384,147.50,1
869,175.87,1
144444,65.95,1
3017,166.61,1
143920,31.23,1
8964,20.71,1
42928,235.77,1
8924,569.07,1
144556,405.69,1
144565,612.31,1
9178,59.30,1
8937,42.82,1
1057,1075.14,1
144644,101.49,1
144492,211.96,1
144378,1370.17,1
144681,281.95,1
8797,33.98,1
7612,891.09,1
144599,74.89,1
144164,579.63,1
144403,289.99,1
144788,574.94,1
4698,6.47,1
144789,73.34,1
144240,215.55,1
142411,0.23,1
144869,1366.93,1
144874,522.84,1
144273,11.56,1
144907,0.72,1
144900,548.16,1
144873,146.53,1
144087,0.08,1
8544,65.80,1
144987,237.88,1
2377,61.92,1
144126,461.62,1
1419,203.61,1
7503,44.89,1
1544,26.70,1
144467,56.43,1
2318,3.58,1
5325,166.51,1
5687,48.30,1
1606,5.58,1
1713,86.83,1
145135,884.43,1
144230,21.52,1
145050,504.74,1
145183,184.27,1
145231,39.26,1
145278,155.33,1
1253,0.15,1
145013,271.74,1
144929,550.20,1
144843,2245.77,1
144575,5852.54,1
145353,486.96,1
26933,386.96,1
145349,390.95,1
145091,130.94,1
1317,776.42,1
7934,65.93,1
145370,1101.89,1
145240,759.13,1
145399,0.05,1
3416,0.15,1
145464,68.46,1
4739,768.99,1
2967,0.44,1
145089,494.47,1
32237,449.72,1
145681,564.39,1
145190,5.45,1
145751,53.08,1
145754,8.83,1
4458,69.94,1
2493,3971.11,1
145795,931.71,1
143514,49.91,1
14629,121.73,1
6589,443.78,1
2093,496.11,1
6817,13.50,1
2839,290.96,1
145842,0.15,1
145773,2.68,1
145853,94.30,1
145793,204.17,1
145762,609.85,1
145821,259.74,1
145560,260.48,1
144381,315.86,1
145868,280.47,1
143701,375.87,1
5955,111.03,1
2692,94.75,1
10218,16.65,1
145768,822.87,1
145903,1.48,1
145915,2810.60,1
2943,285.52,1
143801,105.22,1
1841,23.65,1
2351,18.75,1
24451,112.48,1
9653,639.85,1
143797,505.34,1
146015,977.52,1
146021,441.76,1
2303,19.08,1
146051,20.01,1
145993,743.61,1
146068,42.85,1
145179,18.63,1
24006,792.19,1
3797,306.83,1
146144,83.56,1
145899,374.91,1
145345,137.28,1
3305,308.39,1
2650,30.20,1
16991,1490.51,1
145258,350.22,1
144083,72.95,1
3728,893.74,1
143523,747.35,1
146172,600.24,1
145954,636.57,1
143444,63.51,1
145774,28.05,1
702,96.91,1
146145,31.11,1
145308,237.77,1
145310,4.98,1
5203,227.04,1
145281,141.47,1
3641,192.56,1
3712,47.85,1
146224,620.02,1
146252,177.81,1
145628,0.35,1
3558,155.67,1
24924,227.94,1
146036,72.13,1
145344,8.60,1
146133,391.80,1
146308,310.39,1
145905,2693.86,1
145877,107.25,1
146352,817.10,1
2866,1630.57,1
144293,1112.94,1
143711,45.50,1
146367,801.76,1
145965,926.41,1
146384,25.49,1
146397,1455.67,1
146339,1147.06,1
146201,1247.50,1
146419,0.23,1
146427,476.58,1
146429,0.25,1
3359,279.32,1
9598,457.40,1
2657,28.17,1
146487,119.36,1
146514,708.00,1
145834,1104.49,1
146526,341.01,1
135372,45.77,1
146542,54.89,1
6958,384.81,1
146551,56.43,1
146552,0.43,1
6,81.06,1
146485,431.99,1
146555,2.12,1
863,624.94,1
5974,1017.61,1
3148,21.26,1
146536,372.92,1
13566,12.87,1
2339,182.27,1
1902,133.83,1
144713,7.65,1
2973,68.68,1
1917,30.47,1
999,117.90,1
7548,3.98,1
145196,45.01,1
4869,50.59,1
699,0.13,1
144764,432.86,1
146734,19.18,1
1284,586.51,1
2229,574.58,1
146730,76.66,1
144305,394.14,1
146767,440.26,1
145792,105.36,1
1825,487.42,1
1336,9.65,1
10002,62.32,1
144786,868.27,1
34049,14.30,1
1773,415.49,1
144956,115.91,1
146853,29.53,1
146855,6.92,1
146189,192.72,1
30427,6.55,1
146865,68.71,1
6488,1468.64,1
146880,66.53,1
146888,176.76,1
3779,592.30,1
145944,305.28,1
146897,130.88,1
146907,54.15,1
10393,709.28,1
146801,756.17,1
11082,6.85,1
7724,24.10,1
2463,6.98,1
1002,1394.49,1
8183,40.32,1
144939,744.10,1
146937,76.37,1
146821,302.11,1
2706,918.17,1
146940,0.17,1
146772,39.26,1
4537,169.60,1
146948,318.62,1
810,190.15,1
146958,633.98,1
146960,448.60,1
146964,282.77,1
7232,176.86,1
146976,413.64,1
146977,434.65,1
146908,121.45,1
778,201.61,1
146914,276.09,1
146991,193.72,1
20733,265.42,1
8437,774.46,1
147005,340.09,1
2954,316.01,1
147015,700.96,1
2546,95.86,1
146518,493.05,1
146568,9.67,1
5971,53.93,1
147025,23.12,1
5373,244.56,1
3147,23.58,1
146932,37.76,1
145957,19.13,1
147043,438.02,1
147044,0.80,1
146760,38.85,1
147045,1072.69,1
6643,541.96,1
146851,353.88,1
146788,1534.88,1
2811,2617.24,1
4946,22.57,1
147054,4551.36,1
146866,952.27,1
147057,347.84,1
1745,119.62,1
147061,954.76,1
147062,37.60,1
16725,787.17,1
5223,585.86,1
147076,10.35,1
146479,1360.70,1
1238,50.80,1
146249,25.37,1
146424,456.40,1
147087,349.06,1
4685,6.28,1
32669,67.04,1
1732,319.33,1
2364,397.44,1
2078,10.13,1
147102,426.79,1
4801,359.40,1
147013,112.91,1
594,3.73,1
145230,6.97,1
147111,17.32,1
4514,306.16,1
2617,158.38,1
147047,499.79,1
147059,155.46,1
123732,26.37,1
147136,420.21,1
1939,423.60,1
70008,113.54,1
147143,750.12,1
147146,59.61,1
1567,921.56,1
147053,33.00,1
147148,547.44,1
147149,266.08,1
147150,175.10,1
2079,4.47,1
147152,69.62,1
147158,499.15,1
143392,278.66,1
147161,140.32,1
147169,540.97,1
145796,800.60,1
144400,543.53,1
5543,975.43,1
147066,224.63,1
147178,60.95,1
147180,445.79,1
147181,18.15,1
11209,642.95,1
146625,65.14,1
13169,2.02,1
144749,1022.50,1
6997,164.50,1
4939,346.87,1
147249,36.48,1
145822,3.28,1
42675,1730.22,1
3781,1600.73,1
145185,148.35,1
6599,33.67,1
7034,467.04,1
147259,0.35,1
147317,350.09,1
10608,6.05,1
2437,72.22,1
145235,24.30,1
2149,604.18,1
4582,24.75,1
5791,0.42,1
147356,681.64,1
147359,33.35,1
147236,1482.78,1
1500,821.39,1
1353,397.34,1
1347,29.94,1
145290,2202.13,1
1175,35.26,1
147430,642.06,1
147217,662.70,1
115084,5.30,1
120374,475.57,1
147444,151.08,1
147446,630.35,1
15736,487.13,1
147447,219.18,1
12735,217.38,1
146807,223.91,1
147290,246.97,1
147449,233.14,1
147448,873.35,1
147460,71.88,1
147319,54.57,1
145167,256.19,1
144707,357.04,1
147473,2585.12,1
10078,16.63,1
145813,320.29,1
143407,19.98,1
5392,12.32,1
145684,1.88,1
147506,193.87,1
6030,385.33,1
146891,861.14,1
147515,13.05,1
2055,53.47,1
147526,327.19,1
147368,96.74,1
147530,334.00,1
147231,175.45,1
147550,40.11,1
147555,464.36,1
147405,491.33,1
147479,1163.57,1
146872,958.19,1
146799,162.61,1
4613,130.83,1
147197,534.48,1
5427,41.48,1
145477,115.23,1
143691,22.23,1
19954,919.25,1
147591,80.08,1
147593,795.86,1
6239,48.49,1
4827,10.38,1
146457,460.24,1
143466,27.96,1
147600,540.74,1
147603,6462.00,1
147604,1458.11,1
144627,688.88,1
141064,119.30,1
147612,260.88,1
146859,215.17,1
147618,1507.29,1
147546,273.41,1
147625,16.27,1
147323,33.13,1
147579,65.31,1
44291,350.96,1
5717,327.32,1
1034,107.75,1
2629,216.07,1
147576,1254.05,1
9876,0.11,1
1959,259.49,1
7100,117.25,1
