student_id,minutes_watched,paid_in_q2
1522,196.95,0
8877,0.18,0
149601,14.80,0
1863,118.35,0
1008,472.98,0
158659,169.58,0
10690,0.08,0
19821,132.01,0
4376,214.67,0
8539,199.15,0
148060,55.51,0
148670,107.78,0
9754,17.97,0
3481,2.95,0
6950,102.88,0
7163,252.62,0
2899,2030.09,0
5098,281.54,0
6940,35.90,0
4055,8.83,0
6869,39.76,0
1653,247.07,0
3393,10.17,0
2663,101.91,0
146948,318.62,0
1633,13.15,0
1201,200.12,0
1473,48.88,0
152523,25.72,0
7013,115.76,0
4756,96.74,0
13621,0.15,0
22083,71.82,0
1016,56.18,0
987,149.60,0
1197,1758.29,0
156767,14.77,0
6932,205.20,0
6819,603.79,0
1056,25.34,0
5707,117.46,0
2217,64.05,0
6043,163.54,0
6627,24.85,0
6559,160.42,0
2195,403.49,0
19562,925.36,0
12234,11.36,0
12816,50.62,0
12751,65.12,0
7437,762.11,0
5567,761.91,0
3938,50.38,0
158243,5.37,0
3750,51.82,0
5391,357.55,0
8495,252.84,0
5130,875.12,0
5028,819.20,0
1542,2007.99,0
4793,5.13,0
4743,18.35,0
6096,388.93,0
4522,0.67,0
154358,8.27,0
1759,133.37,0
7250,90.32,0
4337,1018.61,0
3162,403.96,0
4043,548.02,0
4135,0.08,0
2920,11.40,0
4050,2023.57,0
3943,83.56,0
1909,6.38,0
4874,391.61,0
2292,8.51,0
3799,115.12,0
3856,963.37,0
4160,120.48,0
5155,54.60,0
3681,136.90,0
8538,31.80,0
3865,227.71,0
3092,609.09,0
2826,12.21,0
3219,150.39,0
8095,697.80,0
965,1125.80,0
2555,105.80,0
516,46.27,0
1145,657.35,0
2827,1653.57,0
2950,0.13,0
143216,872.45,0
2813,17.35,0
2887,566.51,0
156716,527.72,0
3062,37.86,0
150745,846.69,0
2248,1398.25,0
2725,26.90,0
2536,905.37,0
2833,2.63,0
2019,39.82,0
4186,226.75,0
2620,73.54,0
2575,77.84,0
994,280.97,0
2258,1077.96,0
4384,398.33,0
2978,35.23,0
2255,17.91,0
2332,34.13,0
2010,85.78,0
2104,44.12,0
1553,83.14,0
1908,47.42,0
2003,93.11,0
2135,16.84,0
2066,1085.99,0
1945,23.16,0
1918,395.66,0
1880,94.98,0
2026,65.10,0
1950,214.77,0
1246,1475.22,0
1938,326.14,0
145793,204.17,0
1299,55.56,0
1711,138.65,0
1207,184.11,0
1795,139.98,0
1898,308.86,0
865,1038.44,0
1794,188.13,0
1778,887.56,0
150851,74.45,0
143289,32.33,0
1739,109.30,0
1537,0.14,0
3187,76.86,0
33796,176.83,0
19074,39.13,0
991,1640.48,0
152177,2860.93,0
3852,1007.12,0
77476,36.54,0
143597,6.05,0
1313,0.55,0
6011,164.36,0
1538,191.58,0
2051,161.56,0
1914,305.90,0
1183,1333.03,0
3303,443.20,0
143489,0.76,0
144343,242.28,0
869,175.87,0
156758,2.44,0
144492,211.96,0
144681,281.95,0
144378,1370.17,0
144164,579.63,0
144644,101.49,0
3984,697.14,0
4872,360.72,0
144240,215.55,0
142411,0.23,0
144907,0.72,0
6773,18.03,0
4795,255.03,0
147906,460.19,0
2741,2.25,0
5389,0.33,0
5774,22.10,0
4884,0.10,0
144599,74.89,0
144869,1366.93,0
144230,21.52,0
145278,155.33,0
26933,386.96,0
1317,776.42,0
7934,65.93,0
144397,37.24,0
1272,234.00,0
156614,9.65,0
3920,0.07,0
3239,378.39,0
7343,985.03,0
145190,5.45,0
2830,1254.03,0
145751,53.08,0
145754,8.83,0
145013,271.74,0
4241,29.05,0
145681,564.39,0
144381,315.86,0
145768,822.87,0
146015,977.52,0
145899,374.91,0
143444,63.51,0
145954,636.57,0
146145,31.11,0
157976,16.77,0
145344,8.60,0
146308,310.39,0
145905,2693.86,0
3115,51.72,0
146419,0.23,0
146201,1247.50,0
146427,476.58,0
145834,1104.49,0
146514,708.00,0
3423,454.35,0
146734,19.18,0
699,0.13,0
146853,29.53,0
146855,6.92,0
146880,66.53,0
146801,756.17,0
4019,415.31,0
146907,54.15,0
146958,633.98,0
146897,130.88,0
146964,282.77,0
146788,1534.88,0
145957,19.13,0
146851,353.88,0
146760,38.85,0
147015,700.96,0
147044,0.80,0
146977,434.65,0
147143,750.12,0
1567,921.56,0
147146,59.61,0
123732,26.37,0
32669,67.04,0
147061,954.76,0
1745,119.62,0
147076,10.35,0
146249,25.37,0
147053,33.00,0
147149,266.08,0
147158,499.15,0
145796,800.60,0
6252,409.82,0
143392,278.66,0
4435,806.31,0
147356,681.64,0
15736,487.13,0
145167,256.19,0
147290,246.97,0
120374,475.57,0
147446,630.35,0
145684,1.88,0
147473,2585.12,0
147231,175.45,0
147530,334.00,0
5212,415.70,0
143407,19.98,0
4231,669.92,0
147546,273.41,0
147444,151.08,0
144627,688.88,0
147479,1163.57,0
147593,795.86,0
147591,80.08,0
4827,10.38,0
147555,464.36,0
4784,13.37,0
19954,919.25,0
147291,11.37,0
146859,215.17,0
157192,0.20,0
1019,8.58,0
147618,1507.29,0
149883,0.42,0
156183,0.05,0
147991,38.50,0
19665,452.24,0
144023,16.92,0
2840,1.12,0
149790,0.38,0
1306,68.94,0
154869,20.02,0
147801,30.95,0
148646,389.99,0
144467,56.43,0
2130,92.06,0
148272,1124.05,0
148326,839.12,0
148339,81.68,0
12971,36.54,0
148257,1969.82,0
1046,899.59,0
148280,24.30,0
148488,883.00,0
148531,236.06,0
7452,9.15,0
148669,246.69,0
148685,37.68,0
3598,33.52,0
155900,6.40,0
148667,1370.90,0
147448,873.35,0
841,1298.91,0
27104,0.07,0
9794,127.95,0
5836,1259.56,0
2417,47.23,0
149131,387.22,0
149037,51.64,0
7521,59.25,0
3286,3.99,0
149038,141.41,0
7873,9.81,0
12857,229.50,0
144788,574.94,0
25863,93.04,0
2304,195.34,0
3914,8.58,0
7495,0.15,0
16450,339.38,0
41451,105.42,0
149584,344.93,0
2636,1487.55,0
5450,19.77,0
7358,163.47,0
15345,291.49,0
3420,469.56,0
11365,358.81,0
2236,18.37,0
7294,129.50,0
1784,0.13,0
149591,874.05,0
149566,1002.71,0
149455,352.79,0
2819,27.05,0
6278,974.87,0
7306,132.29,0
1897,189.57,0
7540,193.14,0
149815,829.72,0
1587,93.92,0
149870,5687.55,0
9108,785.23,0
3513,238.78,0
838,507.83,0
11227,313.12,0
2018,215.30,0
149960,460.69,0
4395,1.30,0
148849,0.87,0
19636,21.10,0
782,33.91,0
1852,587.98,0
988,364.29,0
2933,45.95,0
149610,200.84,0
18719,118.61,0
1283,0.33,0
1600,33.55,0
4991,946.76,0
149290,6.85,0
1119,73.26,0
3691,86.67,0
9703,408.59,0
6884,1509.07,0
146906,9.83,0
19347,14.23,0
3215,177.30,0
4162,0.55,0
22195,1.68,0
11711,27.56,0
3070,863.66,0
3494,272.07,0
150733,111.55,0
6965,75.87,0
7291,7.72,0
6451,12.20,0
2275,0.25,0
24423,1001.68,0
33916,2.85,0
150890,1075.34,0
10839,855.26,0
2506,11.50,0
37860,195.94,0
3983,18.61,0
1605,173.91,0
146498,1200.83,0
13510,168.21,0
71758,101.90,0
6433,254.18,0
3817,30.79,0
3213,525.13,0
151171,218.76,0
11124,6.15,0
1355,232.41,0
2429,16.11,0
151643,450.81,0
31588,4.55,0
151559,13.65,0
10938,2.54,0
143599,55.58,0
151765,950.40,0
151953,682.59,0
6395,348.22,0
151313,662.93,0
152285,1827.50,0
152140,77.25,0
152402,211.56,0
152109,1019.91,0
14633,80.05,0
5385,334.88,0
152082,37.23,0
4320,5.14,0
151418,0.28,0
152369,420.81,0
152692,1328.55,0
152006,31.00,0
5104,253.40,0
840,1122.12,0
152826,0.12,0
149197,67.71,0
152825,26.32,0
969,57.80,0
1029,62.65,0
152884,333.20,0
152979,593.82,0
153223,1326.68,0
149950,399.86,0
153379,0.98,0
9188,157.65,0
153388,79.75,0
152472,2261.84,0
151694,2628.42,0
153526,949.75,0
153050,946.63,0
153351,832.51,0
152896,108.77,0
153938,323.06,0
156057,843.28,0
153745,6.10,0
152360,107.69,0
154674,252.57,0
150061,2558.00,0
144273,11.56,0
154713,36.83,0
155073,178.07,0
154921,35.22,0
148825,3465.25,0
155456,878.14,0
145813,320.29,0
155427,1388.74,0
155459,436.78,0
155628,5.85,0
153519,1902.18,0
12781,906.68,0
155926,69.54,0
148939,2460.23,0
155992,353.88,0
151037,19.48,0
1468,10.94,0
156180,19.18,0
156191,39.43,0
156042,641.63,0
154656,345.20,0
156171,154.95,0
155444,484.18,0
1266,227.61,0
156206,1348.97,0
144426,615.80,0
156218,580.92,0
5334,11.49,0
156219,914.35,0
156276,215.33,0
156318,14.71,0
156296,26.57,0
115657,524.52,0
156343,139.41,0
151197,5.80,0
156293,177.34,0
149849,119.85,0
1244,26.03,0
156389,103.57,0
156399,759.35,0
156431,25.12,0
150664,35.56,0
156417,474.30,0
32973,36.62,0
156250,154.86,0
156132,23.87,0
153509,1740.46,0
12809,56.14,0
149049,162.44,0
63369,88.70,0
156519,405.88,0
156501,6.22,0
103625,65.81,0
147269,335.49,0
156512,246.50,0
155805,63.07,0
156409,41.45,0
156388,322.41,0
149500,814.01,0
155741,300.64,0
156605,80.63,0
156607,70.83,0
156612,157.79,0
5010,391.48,0
156549,88.17,0
156619,9.98,0
155897,97.67,0
156587,136.30,0
156604,0.83,0
156647,1322.19,0
148996,74.09,0
616,1103.45,0
156743,124.52,0
156727,70.44,0
156757,496.36,0
156752,121.02,0
156760,162.06,0
156719,168.42,0
7197,617.82,0
41336,471.06,0
156725,139.38,0
144682,436.05,0
156748,335.44,0
19005,340.21,0
151663,170.24,0
156774,68.77,0
156274,29.02,0
156831,816.58,0
156775,451.88,0
156787,201.49,0
156703,153.53,0
156182,172.95,0
153103,737.12,0
156234,234.74,0
157115,2446.62,0
157118,190.33,0
156656,829.48,0
148133,23.65,0
157218,440.81,0
157198,232.96,0
156908,254.91,0
6,81.06,0
153726,345.02,0
157277,1187.91,0
157334,589.82,0
156838,66.14,0
1465,47.44,0
157377,107.56,0
146888,176.76,0
145944,305.28,0
157578,62.05,0
7232,176.86,0
152611,1288.00,0
157653,70.91,0
147180,445.79,0
157914,15.57,0
157915,52.88,0
158104,176.07,0
148346,562.72,0
2084,0.40,0
1802,0.45,0
25308,611.97,0
998,6.63,0
158376,174.65,0
156541,252.81,0
3824,8.67,0
2723,114.78,0
156841,328.68,0
1002,1394.49,0
156661,1.52,0
11209,642.95,0
5579,7.38,0
158466,111.17,0
11808,70.30,0
156608,422.48,0
149023,169.09,0
